1000,1
2000,1
3000,1
4000,0
5000,1
6000,1
7000,1
8000,0
9000,1
10000,1
11000,0
12000,0
13000,1
14000,0
15000,1
16000,1
17000,0
18000,1
19000,1
20000,1
21000,0
22000,1
23000,0
24000,1
25000,1
26000,0
27000,0
28000,1
29000,0
30000,1
31000,1
32000,0
33000,1
34000,1
35000,1
36000,1
37000,0
38000,1
39000,1
40000,1
41000,1
42000,0
43000,1
44000,1
45000,1
46000,0
47000,0
48000,1
49000,0
50000,0
51000,1
52000,1
53000,0
54000,1
55000,1
56000,1
57000,0
58000,0
59000,1
60000,1
61000,1
62000,1
63000,1
64000,1
65000,1
66000,1
67000,1
68000,1
69000,1
70000,0
71000,1
72000,1
73000,1
74000,1
75000,1
76000,0
77000,1
78000,1
79000,1
80000,1
81000,0
82000,1
83000,0
84000,1
85000,0
86000,1
87000,0
88000,1
89000,1
90000,0
91000,1
92000,1
93000,1
94000,1
95000,1
96000,0
97000,1
98000,1
99000,0
100000,0
