1000,19
2000,36
3000,52
4000,69
5000,86
6000,104
7000,121
8000,138
9000,156
10000,173
11000,191
12000,208
13000,225
14000,243
15000,260
16000,276
17000,294
18000,311
19000,328
20000,346
21000,363
22000,380
23000,397
24000,415
25000,432
26000,449
27000,473
28000,484
29000,501
30000,519
31000,535
32000,553
33000,570
34000,587
35000,605
36000,628
37000,639
38000,656
39000,680
40000,691
41000,708
42000,726
43000,744
44000,760
45000,778
46000,795
47000,813
48000,835
49000,847
50000,871
51000,882
52000,900
53000,917
54000,934
55000,952
56000,969
57000,993
58000,1004
59000,1028
60000,1039
61000,1056
62000,1081
63000,1092
64000,1108
65000,1133
66000,1144
67000,1161
68000,1185
69000,1197
70000,1213
71000,1239
72000,1249
73000,1266
74000,1284
75000,1309
76000,1319
77000,1337
78000,1354
79000,1387
80000,1397
81000,1408
82000,1425
83000,1442
84000,1459
85000,1484
86000,1502
87000,1520
88000,1533
89000,1548
90000,1565
91000,1583
92000,1600
93000,1618
94000,1635
95000,1653
96000,1671
97000,1689
98000,1705
99000,1780
100000,1741
